id,user_id,restaurant_id,total_price,order_status,pick_in_site
90,user471,13,478.87,listo,True
91,user258,41,398.15,entregado,False
92,user421,4,268.34,entregado,False
93,user169,26,192.67,preparando,True
94,user258,49,316.15,entregado,True
95,user190,25,279.93,listo,False
96,user238,23,70.15,preparando,False
97,user036,11,64.21,listo,True
98,user097,12,113.0,pendiente,True
99,user234,8,358.13,listo,True
100,user039,23,137.3,preparando,False
101,user204,27,398.8,preparando,True
102,user404,10,411.83,preparando,True
103,user475,10,215.46,preparando,True
104,user458,24,407.64,preparando,True
105,user270,44,348.33,entregado,False
106,user096,9,440.4,preparando,False
107,user276,1,207.62,entregado,False
108,user120,31,146.13,preparando,True
109,user202,5,140.01,preparando,True
110,user063,10,236.46,pendiente,False
111,user149,22,374.46,entregado,True
112,user495,1,257.36,preparando,True
113,user433,19,469.29,entregado,False
114,user424,40,495.87,entregado,False
115,user064,31,259.19,pendiente,False
116,user220,49,261.0,listo,False
117,user136,22,476.5,listo,False
118,user284,14,498.31,preparando,False
119,user403,18,56.95,preparando,True
120,user276,26,494.56,listo,False
121,user352,25,419.79,listo,False
122,user377,13,491.39,listo,True
123,user089,26,161.06,listo,False
124,user080,35,239.27,preparando,False
125,user070,17,284.2,pendiente,False
126,user119,17,341.2,entregado,False
127,user275,25,322.33,entregado,False
128,user410,33,299.98,preparando,False
129,user090,45,137.37,listo,True
130,user491,36,418.4,pendiente,False
131,user045,41,205.16,entregado,False
132,user064,33,438.54,entregado,False
133,user457,43,381.56,pendiente,False
134,user009,21,71.98,entregado,False
135,user064,1,133.33,preparando,False
136,user435,19,294.8,listo,False
137,user438,15,418.92,listo,False
138,user357,15,50.38,pendiente,True
139,user129,36,477.77,preparando,True
140,user074,13,310.46,preparando,False
141,user326,25,451.53,pendiente,True
142,user191,4,189.25,pendiente,False
143,user278,37,339.53,pendiente,False
144,user419,43,415.48,pendiente,True
145,user266,44,301.83,entregado,False
146,user007,10,108.03,entregado,True
147,user421,23,85.08,listo,True
148,user318,20,235.75,preparando,False
149,user038,9,449.88,entregado,False
150,user288,49,332.37,listo,False
151,user166,42,148.98,preparando,False
152,user291,35,416.57,listo,True
153,user203,25,316.32,listo,True
154,user086,47,370.9,pendiente,False
155,user214,4,385.9,pendiente,True
156,user487,10,419.59,entregado,True
157,user396,47,339.17,entregado,True
158,user466,8,178.49,listo,False
159,user278,38,273.18,pendiente,True
160,user093,15,457.57,entregado,True
161,user334,29,195.77,entregado,True
162,user409,31,115.89,pendiente,False
163,user256,44,369.07,listo,False
164,user137,1,296.12,pendiente,True
165,user233,33,409.29,entregado,True
166,user236,41,410.99,preparando,True
167,user100,8,124.54,preparando,True
168,user287,13,452.92,pendiente,False
169,user429,35,77.08,pendiente,False
170,user468,20,355.47,entregado,False
171,user134,31,421.13,listo,True
172,user300,13,193.45,preparando,False
173,user044,32,145.14,listo,False
174,user114,22,253.23,pendiente,True
175,user172,49,345.34,listo,True
176,user275,5,189.31,pendiente,True
177,user347,28,199.4,entregado,False
178,user304,17,118.79,pendiente,True
179,user480,42,110.66,entregado,True
180,user323,18,59.61,entregado,True
181,user351,28,97.38,preparando,True
182,user443,13,202.0,preparando,False
183,user301,17,385.42,pendiente,False
184,user095,38,56.26,listo,False
185,user064,3,392.29,listo,False
186,user394,2,473.93,pendiente,False
187,user152,30,441.62,preparando,True
188,user437,24,59.98,entregado,True
189,user002,10,70.49,entregado,False
190,user474,36,150.52,entregado,False
191,user453,50,237.63,entregado,True
192,user187,12,118.84,preparando,False
193,user036,8,324.09,preparando,True
194,user265,39,265.31,preparando,False
195,user458,27,483.06,listo,False
196,user017,29,127.04,pendiente,True
197,user498,43,91.66,entregado,False
198,user232,31,330.19,pendiente,True
199,user032,48,297.77,entregado,False
200,user477,28,64.91,pendiente,False
201,user490,49,301.18,pendiente,True
202,user093,12,50.06,entregado,False
203,user058,43,487.09,pendiente,False
204,user111,35,309.47,listo,False
205,user097,50,483.71,pendiente,False
206,user161,27,214.21,listo,False
207,user020,40,266.89,listo,True
208,user394,24,330.21,pendiente,False
209,user192,7,376.15,entregado,False
210,user448,41,216.33,entregado,True
211,user175,35,54.27,entregado,False
212,user044,2,429.59,preparando,True
213,user187,14,428.45,preparando,False
214,user335,17,432.11,pendiente,True
215,user070,43,94.65,entregado,True
216,user281,24,364.11,listo,False
217,user231,23,156.43,entregado,True
218,user321,39,338.95,pendiente,False
219,user291,33,191.95,entregado,True
220,user148,48,228.13,preparando,True
221,user021,40,405.89,listo,True
222,user350,22,248.48,listo,False
223,user102,39,214.55,preparando,False
224,user499,14,409.59,preparando,True
225,user228,32,381.02,listo,True
226,user016,19,391.6,pendiente,True
227,user045,10,145.51,listo,True
228,user022,15,394.62,pendiente,True
229,user023,23,431.54,listo,True
230,user232,29,417.11,entregado,True
231,user046,32,287.66,listo,False
232,user149,16,438.17,pendiente,True
233,user433,27,423.41,pendiente,False
234,user057,49,113.52,listo,True
235,user104,25,299.56,pendiente,True
236,user225,32,78.26,entregado,False
237,user449,13,226.46,preparando,False
238,user421,47,456.42,preparando,True
239,user093,42,54.03,preparando,True
240,user323,46,353.31,preparando,True
241,user149,24,68.02,listo,False
242,user081,17,216.75,entregado,False
243,user461,29,56.49,pendiente,True
244,user332,13,264.32,listo,False
245,user149,27,477.48,preparando,True
246,user035,50,90.09,listo,True
247,user081,14,144.21,entregado,False
248,user448,14,130.34,preparando,True
249,user395,17,122.86,listo,True
250,user297,24,274.69,entregado,False
251,user480,19,55.89,preparando,False
252,user458,26,323.15,listo,False
253,user441,49,364.77,entregado,False
254,user266,16,300.12,preparando,False
255,user217,4,235.27,preparando,False
256,user359,21,202.27,preparando,False
257,user447,19,474.25,pendiente,True
258,user219,8,279.68,preparando,False
259,user224,38,274.67,listo,False
260,user139,24,428.13,preparando,True
261,user367,9,160.27,entregado,True
262,user211,33,462.03,listo,True
263,user048,49,358.75,listo,True
264,user491,15,301.95,listo,False
265,user359,14,465.12,entregado,True
266,user157,27,145.23,preparando,False
267,user062,3,328.21,preparando,False
268,user302,26,302.4,pendiente,True
269,user086,26,367.81,preparando,True
270,user127,19,455.37,listo,False
271,user270,43,148.15,entregado,True
272,user106,45,179.44,preparando,True
273,user349,7,274.07,listo,True
274,user213,49,112.06,preparando,False
275,user355,10,121.62,entregado,True
276,user286,19,208.43,preparando,True
277,user142,40,241.79,pendiente,False
278,user352,43,453.5,listo,False
279,user397,4,329.04,preparando,False
280,user195,6,259.2,entregado,True
281,user063,1,188.39,listo,True
282,user157,11,63.01,listo,True
283,user004,10,324.67,pendiente,False
284,user053,36,73.39,preparando,False
285,user407,49,363.74,entregado,False
286,user072,1,76.16,pendiente,True
287,user424,14,309.63,preparando,False
288,user140,31,370.32,pendiente,False
289,user033,15,339.87,listo,False
290,user460,45,281.64,listo,False
291,user253,49,445.45,entregado,True
292,user255,46,477.88,preparando,False
293,user030,32,212.66,entregado,True
294,user138,31,103.31,listo,True
295,user193,22,223.29,listo,False
296,user069,30,471.68,listo,True
297,user470,30,217.92,entregado,False
298,user420,11,369.85,pendiente,False
299,user309,7,271.05,pendiente,False
300,user296,20,447.07,listo,False
301,user090,49,217.75,entregado,False
302,user045,42,163.02,listo,True
303,user279,26,102.77,entregado,True
304,user389,4,487.39,preparando,True
305,user336,16,394.77,listo,False
306,user065,14,298.09,pendiente,True
307,user471,33,135.46,listo,True
308,user098,41,477.31,preparando,False
309,user430,11,162.68,pendiente,True
310,user056,3,487.3,listo,False
311,user242,37,404.24,entregado,False
312,user006,33,466.28,listo,False
313,user477,10,220.42,pendiente,False
314,user212,3,373.63,listo,False
315,user063,25,105.5,pendiente,False
316,user112,3,294.35,pendiente,False
317,user318,13,443.92,preparando,True
318,user216,46,235.74,entregado,True
319,user215,3,495.8,pendiente,False
320,user240,31,320.96,entregado,False
321,user233,33,369.7,entregado,True
322,user226,42,212.89,listo,True
323,user422,13,316.87,preparando,True
324,user370,8,80.4,pendiente,False
325,user109,21,320.1,pendiente,False
326,user223,23,160.1,preparando,False
327,user364,6,409.75,listo,False
328,user483,31,491.26,preparando,True
329,user197,28,243.45,listo,True
330,user075,28,117.26,entregado,False
331,user302,14,431.64,preparando,False
332,user292,33,193.99,entregado,True
333,user154,50,298.8,entregado,True
334,user362,29,281.41,entregado,False
335,user322,36,240.21,entregado,True
336,user401,20,176.18,preparando,True
337,user072,5,305.01,preparando,False
338,user453,9,350.45,listo,False
339,user095,16,93.21,pendiente,True
340,user362,16,269.02,listo,False
341,user257,8,369.48,entregado,False
342,user378,21,176.38,listo,True
343,user145,3,316.48,listo,False
344,user219,39,297.18,preparando,True
345,user057,38,237.59,preparando,False
346,user497,7,332.61,pendiente,True
347,user441,26,235.66,entregado,False
348,user078,40,329.78,preparando,True
349,user440,29,476.19,entregado,False
350,user382,49,274.84,pendiente,False
351,user242,14,442.91,listo,True
352,user011,47,75.26,preparando,False
353,user098,46,233.41,entregado,True
354,user490,1,370.48,entregado,True
355,user266,46,115.98,listo,False
356,user403,26,123.25,pendiente,True
357,user267,39,101.75,pendiente,True
358,user248,40,466.5,listo,False
359,user205,5,368.87,listo,False
360,user233,13,330.78,listo,True
361,user065,10,275.08,pendiente,True
362,user215,16,117.12,listo,False
363,user495,20,257.92,pendiente,True
364,user403,4,154.83,entregado,True
365,user279,9,240.37,entregado,False
366,user015,30,162.52,pendiente,True
367,user258,33,166.46,listo,False
368,user084,14,134.88,entregado,False
369,user204,18,191.31,listo,False
370,user052,15,280.94,pendiente,True
371,user427,15,490.07,listo,False
372,user324,1,305.33,entregado,True
373,user003,14,254.51,entregado,True
374,user385,36,312.15,pendiente,False
375,user214,22,472.62,entregado,False
376,user185,27,134.88,entregado,False
377,user340,12,488.82,entregado,False
378,user407,47,351.9,listo,True
379,user500,28,203.09,preparando,False
380,user218,43,477.7,entregado,True
381,user396,50,315.08,entregado,True
382,user092,9,453.16,preparando,False
383,user024,43,454.23,listo,True
384,user201,15,480.45,listo,True
385,user282,42,245.6,preparando,False
386,user331,43,226.93,pendiente,False
387,user317,30,428.2,preparando,True
388,user233,38,333.54,pendiente,True
389,user062,17,377.27,pendiente,False
390,user271,3,347.76,listo,False
391,user386,33,289.64,listo,False
392,user145,19,287.52,pendiente,False
393,user108,49,356.9,preparando,True
394,user229,26,370.41,pendiente,False
395,user343,38,61.93,entregado,False
396,user115,2,58.46,pendiente,True
397,user117,7,100.16,pendiente,True
398,user321,42,220.91,pendiente,False
399,user409,12,106.71,pendiente,False
400,user489,47,486.58,listo,False
401,user167,48,129.97,entregado,False
402,user272,11,162.23,preparando,True
403,user243,29,391.54,pendiente,False
404,user012,22,151.43,pendiente,True
405,user461,17,407.03,preparando,False
406,user127,47,298.87,pendiente,True
407,user321,2,126.34,entregado,False
408,user228,8,126.3,entregado,True
409,user244,22,254.93,pendiente,True
410,user458,31,478.23,listo,False
411,user393,32,423.63,entregado,True
412,user345,35,117.67,preparando,True
413,user310,26,285.27,pendiente,False
414,user386,29,473.76,pendiente,False
415,user420,30,262.44,listo,True
416,user157,19,492.46,listo,False
417,user273,49,251.31,listo,False
418,user102,35,130.63,listo,False
419,user146,3,396.35,pendiente,False
420,user308,30,321.12,entregado,True
421,user449,18,166.01,listo,True
422,user349,26,336.76,pendiente,True
423,user080,31,306.01,listo,True
424,user499,16,451.53,entregado,True
425,user168,43,297.56,preparando,False
426,user127,6,119.96,preparando,True
427,user433,20,87.37,preparando,False
428,user420,7,268.29,pendiente,False
429,user284,50,154.51,preparando,True
430,user417,40,189.68,listo,True
431,user033,27,96.28,pendiente,True
432,user387,30,237.05,listo,False
433,user435,4,406.76,entregado,True
434,user498,24,419.64,entregado,False
435,user383,38,63.8,listo,True
436,user326,33,224.85,preparando,False
437,user036,3,56.58,pendiente,False
438,user349,34,409.58,pendiente,True
439,user312,49,236.81,listo,False
440,user219,44,161.67,preparando,False
441,user409,9,55.55,pendiente,True
442,user025,41,211.01,entregado,True
443,user403,43,103.13,pendiente,False
444,user047,6,273.27,preparando,False
445,user360,37,203.51,listo,False
446,user224,19,134.67,entregado,True
447,user232,30,429.91,preparando,True
448,user256,1,88.74,entregado,True
449,user063,15,252.05,listo,True
450,user364,36,242.69,pendiente,False
451,user412,41,483.02,preparando,True
452,user334,17,84.32,entregado,True
453,user018,10,332.35,preparando,False
454,user339,4,469.47,entregado,True
455,user236,47,379.79,listo,False
456,user381,44,64.31,preparando,False
457,user291,10,254.86,pendiente,False
458,user210,4,111.1,entregado,True
459,user441,31,267.9,listo,False
460,user369,15,53.21,preparando,False
461,user450,25,459.83,entregado,True
462,user206,25,440.36,preparando,True
463,user341,40,231.19,preparando,False
464,user123,22,63.24,preparando,False
465,user236,35,442.25,preparando,False
466,user387,15,392.26,preparando,True
467,user045,45,132.07,preparando,False
468,user181,15,464.1,listo,False
469,user408,33,231.25,pendiente,False
470,user362,30,277.83,listo,True
471,user413,21,442.34,listo,False
472,user293,17,279.42,entregado,True
473,user265,17,309.99,preparando,False
474,user469,19,364.77,entregado,False
475,user126,31,394.64,listo,True
476,user170,12,336.34,entregado,False
477,user160,46,462.99,entregado,False
478,user358,37,438.51,preparando,True
479,user045,48,384.48,pendiente,True
480,user159,16,211.47,entregado,False
481,user371,15,228.53,pendiente,False
482,user065,48,499.21,entregado,False
483,user407,37,400.34,pendiente,True
484,user413,37,297.65,pendiente,True
485,user339,2,201.76,preparando,True
486,user278,16,106.09,preparando,False
487,user173,29,314.92,preparando,False
488,user182,40,133.88,preparando,True
489,user062,25,477.17,listo,True
490,user310,23,319.54,listo,False
491,user017,38,476.94,pendiente,False
492,user235,39,188.47,listo,False
493,user191,11,120.77,entregado,True
494,user095,27,442.84,listo,True
495,user139,36,455.33,preparando,False
496,user300,25,240.66,preparando,False
497,user489,4,199.47,entregado,True
498,user445,44,471.2,listo,True
499,user500,18,473.94,pendiente,False
500,user271,16,136.86,preparando,False
501,user098,40,95.21,listo,True
502,user488,26,125.69,entregado,False
503,user011,6,120.24,listo,False
504,user247,43,486.03,entregado,False
505,user373,5,139.75,pendiente,True
506,user109,27,194.97,listo,False
507,user323,14,423.8,listo,False
508,user224,17,417.84,preparando,True
509,user173,33,246.9,pendiente,False
510,user322,20,154.74,preparando,True
511,user494,8,88.31,preparando,True
512,user220,30,446.0,pendiente,True
513,user319,7,147.91,preparando,True
514,user225,12,92.11,pendiente,False
515,user282,8,221.42,entregado,False
516,user170,6,120.3,pendiente,False
517,user065,6,346.5,pendiente,False
518,user275,34,387.33,preparando,True
519,user464,22,375.02,pendiente,True
520,user329,1,369.91,listo,True
521,user258,36,412.97,listo,True
522,user182,22,311.11,listo,True
523,user143,21,218.14,entregado,False
524,user253,14,485.17,entregado,False
525,user098,20,273.22,listo,False
526,user318,49,157.43,pendiente,False
527,user342,20,455.78,entregado,True
528,user239,16,74.35,entregado,True
529,user046,37,381.99,entregado,False
530,user325,2,180.98,pendiente,True
531,user285,11,59.21,pendiente,False
532,user304,15,285.84,pendiente,True
533,user235,37,215.1,entregado,True
534,user158,37,304.42,preparando,False
535,user143,15,329.06,preparando,True
536,user388,22,204.83,listo,True
537,user299,34,102.24,pendiente,False
538,user370,40,235.41,entregado,False
539,user048,38,306.55,pendiente,True
540,user135,30,125.35,entregado,True
541,user361,39,264.96,preparando,False
542,user209,32,178.39,listo,False
543,user308,24,475.76,preparando,False
544,user196,36,482.75,preparando,True
545,user297,41,224.15,pendiente,False
546,user379,35,134.79,pendiente,True
547,user243,7,446.65,entregado,True
548,user237,37,178.43,listo,True
549,user255,16,367.78,listo,False
550,user298,43,112.37,pendiente,False
551,user014,45,95.92,listo,True
552,user410,33,251.57,preparando,True
553,user076,39,464.11,listo,True
554,user022,40,494.99,pendiente,False
555,user459,47,85.64,listo,True
556,user085,3,205.8,preparando,False
557,user261,14,72.07,preparando,True
558,user430,34,413.55,listo,False
559,user085,3,370.91,entregado,False
560,user292,14,347.72,pendiente,False
561,user405,21,114.79,entregado,False
562,user306,15,71.32,listo,False
563,user195,44,303.88,preparando,True
564,user292,41,148.72,preparando,False
565,user444,10,217.64,preparando,False
566,user473,21,71.37,listo,False
567,user294,41,371.66,listo,False
568,user286,20,145.68,pendiente,False
569,user485,33,208.32,preparando,True
570,user466,18,100.56,pendiente,True
571,user060,19,368.3,listo,True
572,user190,13,222.84,preparando,True
573,user355,2,330.05,pendiente,False
574,user206,15,449.68,preparando,True
575,user284,33,203.62,entregado,True
576,user280,12,79.96,preparando,True
577,user439,46,472.86,listo,False
578,user020,50,63.71,entregado,False
579,user239,24,191.56,pendiente,False
580,user258,35,458.63,pendiente,False
581,user287,11,234.97,preparando,False
582,user077,13,319.52,preparando,True
583,user106,39,77.68,listo,False
584,user249,4,357.05,pendiente,False
585,user473,40,483.77,preparando,False
586,user181,39,306.97,entregado,True
587,user305,49,414.0,entregado,False
588,user281,18,319.43,entregado,False
589,user277,12,219.85,listo,False
590,user393,1,375.78,preparando,True
591,user183,42,329.9,entregado,False
592,user263,50,474.44,preparando,True
593,user283,18,260.81,entregado,True
594,user292,50,151.4,listo,True
595,user021,1,229.31,listo,False
596,user015,30,367.54,pendiente,True
597,user194,49,390.75,entregado,False
598,user037,15,391.81,preparando,True
599,user446,48,126.53,pendiente,False
600,user367,18,122.86,preparando,True
601,user290,29,250.73,listo,True
602,user218,39,142.05,listo,False
603,user055,48,221.07,pendiente,False
604,user010,3,438.1,listo,False
605,user197,16,228.77,pendiente,False
606,user153,41,395.48,pendiente,True
607,user261,32,181.79,pendiente,True
608,user385,42,333.34,listo,True
609,user112,49,255.0,pendiente,False
610,user319,18,58.75,preparando,False
611,user193,25,149.12,entregado,True
612,user123,36,76.0,preparando,False
613,user457,42,162.06,listo,True
614,user443,41,342.98,listo,True
615,user408,38,193.78,preparando,True
616,user048,18,204.88,entregado,True
617,user406,45,218.4,entregado,False
618,user471,43,168.46,pendiente,True
619,user109,38,258.4,entregado,True
620,user481,49,253.96,listo,False
621,user042,48,253.95,listo,True
622,user413,36,456.82,pendiente,True
623,user418,26,208.5,pendiente,False
624,user032,42,92.8,listo,True
625,user341,22,254.85,entregado,True
626,user494,36,299.99,listo,True
627,user430,34,216.86,entregado,False
628,user043,2,427.8,pendiente,True
629,user315,14,115.95,pendiente,False
630,user377,49,377.61,preparando,False
631,user156,40,284.45,preparando,True
632,user310,16,123.26,preparando,False
633,user364,3,175.74,entregado,False
634,user458,24,464.95,entregado,True
635,user267,1,84.12,pendiente,True
636,user097,25,225.84,pendiente,True
637,user029,13,344.29,preparando,True
638,user115,6,381.97,entregado,True
639,user130,38,325.74,entregado,False
640,user273,43,368.8,listo,True
641,user083,13,435.52,preparando,False
642,user280,7,198.41,entregado,True
643,user006,1,314.8,listo,False
644,user498,8,223.4,entregado,False
645,user427,27,441.78,pendiente,False
646,user288,34,331.43,entregado,False
647,user458,19,135.48,entregado,True
648,user468,49,115.55,preparando,False
649,user247,21,56.73,entregado,True
650,user447,27,262.07,pendiente,False
651,user347,2,305.84,preparando,False
652,user168,3,124.02,pendiente,False
653,user453,48,179.01,preparando,False
654,user289,38,440.76,pendiente,False
655,user115,19,167.12,pendiente,True
656,user331,3,124.44,pendiente,True
657,user448,22,138.13,pendiente,False
658,user141,43,154.48,pendiente,False
659,user185,42,212.39,pendiente,False
660,user462,10,294.02,entregado,False
661,user416,3,133.28,listo,False
662,user175,5,373.87,listo,False
663,user457,16,420.79,preparando,True
664,user427,48,59.42,listo,True
665,user312,16,454.15,preparando,True
666,user233,28,222.14,pendiente,False
667,user068,22,87.5,pendiente,False
668,user089,13,350.89,entregado,False
669,user374,3,271.15,entregado,True
670,user328,24,454.68,pendiente,True
671,user057,49,285.51,entregado,True
672,user215,41,472.78,preparando,False
673,user350,16,298.3,preparando,False
674,user221,10,308.9,pendiente,False
675,user314,23,407.01,pendiente,True
676,user445,1,63.77,listo,True
677,user068,17,241.53,preparando,True
678,user468,26,255.17,pendiente,False
679,user497,49,340.32,preparando,True
680,user361,48,270.25,preparando,False
681,user475,45,391.11,pendiente,False
682,user172,29,187.64,pendiente,False
683,user137,24,336.21,pendiente,False
684,user050,35,425.33,listo,False
685,user382,48,394.57,preparando,False
686,user393,8,140.83,preparando,False
687,user407,11,329.8,pendiente,False
688,user417,2,483.73,entregado,False
689,user115,30,108.58,listo,True
690,user189,37,449.71,preparando,True
691,user025,17,96.15,entregado,True
692,user291,26,168.87,entregado,True
693,user112,45,448.5,pendiente,True
694,user198,36,331.63,listo,False
695,user227,49,466.48,entregado,True
696,user442,30,201.18,pendiente,False
697,user058,32,186.4,preparando,False
698,user163,34,201.72,preparando,False
699,user096,43,395.35,listo,True
700,user223,22,473.54,pendiente,False
701,user005,36,87.73,preparando,True
702,user271,46,444.62,pendiente,False
703,user111,12,179.98,preparando,False
704,user483,20,483.05,entregado,True
705,user179,33,97.14,entregado,True
706,user183,6,322.0,entregado,False
707,user079,37,324.63,preparando,False
708,user211,20,216.19,entregado,True
709,user033,20,215.55,preparando,False
710,user409,34,457.83,pendiente,True
711,user475,5,163.76,pendiente,True
712,user081,3,214.77,pendiente,False
713,user253,32,376.93,pendiente,True
714,user232,20,418.92,preparando,False
715,user322,11,489.36,entregado,False
716,user096,10,271.03,pendiente,True
717,user045,27,455.49,entregado,False
718,user255,2,431.37,listo,True
719,user357,15,338.32,pendiente,False
720,user220,45,452.37,listo,True
721,user027,20,379.05,listo,True
722,user190,49,482.32,entregado,True
723,user312,47,71.52,pendiente,True
724,user498,43,186.42,listo,False
725,user126,13,56.53,preparando,False
726,user165,20,63.64,pendiente,True
727,user196,16,215.05,pendiente,False
728,user070,25,400.06,preparando,False
729,user342,22,442.93,entregado,True
730,user382,34,182.82,listo,True
731,user210,31,77.6,preparando,True
732,user222,18,116.95,listo,False
733,user407,27,225.57,entregado,True
734,user220,24,389.87,listo,False
735,user428,4,254.87,listo,True
736,user085,31,194.27,preparando,True
737,user170,13,128.22,preparando,False
738,user221,38,345.99,pendiente,False
739,user098,44,491.83,pendiente,True
740,user304,26,178.59,pendiente,False
741,user253,33,341.79,entregado,False
742,user205,42,296.47,pendiente,False
743,user012,15,433.99,pendiente,True
744,user090,7,323.41,listo,True
745,user312,9,143.4,entregado,True
746,user200,2,190.9,preparando,False
747,user264,5,356.43,pendiente,False
748,user205,13,216.09,preparando,False
749,user243,3,238.89,listo,True
750,user010,15,494.79,listo,True
751,user157,7,196.71,listo,False
752,user491,37,240.12,preparando,False
753,user008,32,355.42,listo,True
754,user055,26,284.86,listo,True
755,user110,6,389.37,listo,False
756,user035,47,157.09,pendiente,True
757,user241,42,248.47,pendiente,False
758,user441,22,225.82,preparando,False
759,user309,17,51.4,listo,True
760,user037,44,382.75,pendiente,False
761,user089,13,152.37,entregado,False
762,user166,31,307.15,entregado,False
763,user080,43,154.4,pendiente,True
764,user013,14,232.71,pendiente,True
765,user419,17,188.08,entregado,False
766,user281,36,382.76,listo,True
767,user393,40,199.67,listo,False
768,user311,30,488.57,listo,True
769,user360,29,478.47,entregado,True
770,user066,43,414.58,pendiente,False
771,user247,30,235.47,pendiente,True
772,user385,42,321.78,listo,False
773,user496,11,344.73,listo,True
774,user488,4,473.02,entregado,True
775,user480,37,157.39,preparando,True
776,user456,26,95.1,pendiente,False
777,user072,1,298.32,listo,False
778,user052,36,217.9,listo,True
779,user144,19,221.14,entregado,False
780,user410,25,293.4,pendiente,False
781,user279,42,235.72,entregado,False
782,user418,7,104.74,entregado,False
783,user230,18,419.13,listo,False
784,user248,27,156.37,pendiente,False
785,user204,18,390.64,pendiente,True
786,user307,2,282.8,listo,True
787,user268,12,396.36,listo,True
788,user216,19,130.27,pendiente,False
789,user288,19,421.52,entregado,True
790,user011,38,327.16,preparando,False
791,user383,31,286.45,listo,True
792,user134,23,489.35,preparando,False
793,user467,26,225.37,listo,True
794,user364,25,190.32,preparando,True
795,user060,48,473.22,listo,False
796,user449,5,336.38,entregado,True
797,user477,47,220.75,entregado,True
798,user382,44,262.91,listo,False
799,user325,28,288.8,listo,False
800,user054,31,173.61,entregado,True
801,user434,30,102.17,entregado,True
802,user179,12,370.65,listo,False
803,user138,36,220.83,listo,True
804,user010,23,181.94,entregado,True
805,user136,8,136.6,pendiente,False
806,user154,35,489.73,listo,True
807,user275,46,185.43,listo,False
808,user284,3,77.24,preparando,False
809,user361,24,83.09,preparando,False
810,user338,9,431.03,preparando,True
811,user393,34,477.38,pendiente,True
812,user350,38,296.91,pendiente,False
813,user063,15,454.63,pendiente,True
814,user282,7,224.35,pendiente,True
815,user235,18,473.74,listo,True
816,user200,46,407.03,listo,False
817,user424,33,277.03,preparando,True
818,user325,40,139.28,listo,True
819,user115,35,470.9,entregado,True
820,user474,11,167.29,preparando,False
