id,user_id,restaurant_id,reservation_time,status
63,user323,4,2024-01-23 22:45:00,confirmada
64,user277,48,2025-03-14 18:30:00,cancelada
65,user258,22,2025-02-12 13:30:00,cancelada
66,user352,3,2024-10-02 17:45:00,confirmada
67,user399,3,2025-06-09 14:45:00,confirmada
68,user351,28,2024-09-29 13:30:00,confirmada
69,user447,11,2024-03-21 16:45:00,cancelada
70,user268,11,2025-06-23 21:00:00,confirmada
71,user277,1,2024-02-29 21:00:00,cancelada
72,user321,2,2025-05-22 22:30:00,cancelada
73,user283,36,2024-03-08 17:45:00,cancelada
74,user361,11,2024-05-13 18:45:00,confirmada
75,user074,13,2024-06-29 13:15:00,confirmada
76,user026,49,2024-05-02 12:00:00,cancelada
77,user054,26,2024-01-14 16:00:00,cancelada
78,user341,44,2024-08-11 15:00:00,confirmada
79,user073,31,2024-09-19 17:15:00,confirmada
80,user011,16,2024-09-30 18:45:00,cancelada
81,user404,42,2024-02-06 18:15:00,confirmada
82,user453,28,2024-06-02 13:45:00,cancelada
83,user193,15,2025-05-21 14:45:00,cancelada
84,user075,7,2024-12-21 13:00:00,cancelada
85,user124,31,2025-01-03 14:00:00,cancelada
86,user221,36,2024-10-12 17:30:00,cancelada
87,user225,33,2024-05-08 18:45:00,confirmada
88,user451,7,2025-01-10 17:45:00,confirmada
89,user170,21,2024-09-11 19:45:00,cancelada
90,user347,11,2025-04-03 18:15:00,confirmada
91,user280,45,2025-06-05 17:15:00,cancelada
92,user193,45,2024-01-21 21:45:00,confirmada
93,user317,16,2024-03-18 14:45:00,confirmada
94,user049,40,2025-05-20 16:15:00,cancelada
95,user357,42,2025-01-02 12:45:00,cancelada
96,user481,41,2024-05-20 14:30:00,confirmada
97,user271,43,2024-03-26 20:45:00,confirmada
98,user190,48,2025-02-02 14:00:00,cancelada
99,user240,39,2024-04-07 15:45:00,confirmada
100,user253,40,2024-12-01 15:30:00,confirmada
101,user193,3,2024-07-20 20:00:00,cancelada
102,user447,49,2025-05-25 18:00:00,cancelada
103,user321,45,2024-12-29 15:45:00,confirmada
104,user300,41,2024-05-21 16:15:00,cancelada
105,user403,9,2024-03-06 22:30:00,confirmada
106,user229,45,2024-01-18 21:30:00,confirmada
107,user132,26,2024-12-26 16:00:00,confirmada
108,user123,15,2025-02-09 21:45:00,confirmada
109,user196,2,2024-11-10 20:30:00,cancelada
110,user019,41,2024-09-19 16:45:00,confirmada
111,user247,34,2025-02-08 16:30:00,confirmada
112,user052,13,2025-05-31 14:00:00,confirmada
113,user317,49,2024-03-30 12:30:00,confirmada
114,user053,30,2025-01-06 13:45:00,cancelada
115,user051,24,2024-05-21 22:00:00,confirmada
116,user285,43,2025-06-15 17:45:00,cancelada
117,user299,8,2024-02-21 13:15:00,cancelada
118,user138,25,2024-04-17 17:30:00,confirmada
119,user343,17,2024-07-03 20:45:00,cancelada
120,user137,3,2024-08-11 17:30:00,cancelada
121,user291,3,2024-11-08 21:30:00,cancelada
122,user125,17,2025-01-22 18:30:00,cancelada
123,user348,7,2025-05-28 18:45:00,confirmada
124,user220,47,2024-10-13 18:15:00,confirmada
125,user155,37,2024-09-22 17:00:00,confirmada
126,user071,35,2024-03-11 12:00:00,cancelada
127,user225,42,2024-10-17 21:00:00,cancelada
128,user438,3,2024-05-31 21:45:00,cancelada
129,user485,4,2024-07-31 17:45:00,cancelada
130,user429,46,2025-06-20 16:00:00,cancelada
131,user466,30,2025-05-22 15:45:00,cancelada
132,user103,43,2024-10-07 22:45:00,confirmada
133,user093,19,2024-10-16 16:00:00,cancelada
134,user500,36,2025-03-25 13:45:00,confirmada
135,user425,19,2024-12-01 20:15:00,confirmada
136,user191,36,2025-03-27 12:00:00,cancelada
137,user279,9,2025-01-16 19:15:00,confirmada
138,user154,40,2024-10-27 14:00:00,cancelada
139,user411,9,2025-03-02 16:45:00,confirmada
140,user157,30,2024-11-01 12:30:00,confirmada
141,user241,40,2025-01-06 12:00:00,cancelada
142,user174,17,2025-01-29 21:45:00,confirmada
143,user053,36,2025-03-13 15:30:00,confirmada
144,user124,2,2024-07-24 17:45:00,cancelada
145,user113,3,2024-12-16 15:45:00,confirmada
146,user329,3,2025-02-20 22:30:00,confirmada
147,user187,10,2024-07-27 22:15:00,cancelada
148,user436,22,2024-05-19 20:30:00,cancelada
149,user223,19,2024-08-22 13:30:00,confirmada
150,user177,5,2024-09-29 12:45:00,cancelada
151,user167,20,2024-03-09 13:30:00,confirmada
152,user433,12,2025-02-12 13:30:00,cancelada
153,user013,16,2024-05-30 19:15:00,confirmada
154,user050,3,2025-03-30 17:30:00,confirmada
155,user005,35,2024-03-09 12:45:00,confirmada
156,user370,33,2024-12-29 19:15:00,confirmada
157,user017,19,2024-07-23 14:30:00,cancelada
158,user141,42,2024-11-05 21:30:00,cancelada
159,user483,47,2024-05-10 16:15:00,cancelada
160,user216,13,2024-03-11 22:45:00,confirmada
161,user210,21,2025-01-07 21:45:00,cancelada
162,user247,35,2025-06-06 18:30:00,cancelada
163,user326,12,2025-05-25 16:15:00,cancelada
164,user232,25,2024-10-19 20:15:00,confirmada
165,user025,48,2025-01-17 13:30:00,confirmada
166,user263,11,2024-12-04 17:00:00,cancelada
167,user479,12,2025-02-11 19:00:00,cancelada
168,user261,6,2025-02-12 14:45:00,confirmada
169,user011,6,2025-05-14 19:15:00,cancelada
170,user101,28,2024-12-02 22:00:00,cancelada
171,user441,39,2025-04-27 16:15:00,cancelada
172,user259,36,2024-04-28 13:45:00,cancelada
173,user164,4,2024-11-27 22:00:00,cancelada
174,user413,50,2024-09-14 16:45:00,cancelada
175,user363,36,2024-12-11 15:00:00,confirmada
176,user268,19,2024-10-09 14:30:00,confirmada
177,user135,47,2024-04-30 17:15:00,confirmada
178,user312,24,2024-03-11 12:45:00,cancelada
179,user085,25,2025-06-21 14:45:00,confirmada
180,user332,14,2024-02-08 21:15:00,confirmada
181,user184,29,2024-05-03 15:45:00,cancelada
182,user003,8,2024-08-25 15:30:00,cancelada
183,user146,28,2024-02-11 15:45:00,cancelada
184,user276,43,2024-03-05 18:00:00,cancelada
185,user097,14,2024-05-14 22:15:00,cancelada
186,user159,41,2024-06-03 18:30:00,cancelada
187,user161,6,2025-03-30 17:45:00,confirmada
188,user179,46,2025-01-28 13:30:00,confirmada
189,user405,4,2024-12-31 15:30:00,cancelada
190,user384,34,2025-03-16 17:00:00,confirmada
191,user041,32,2024-10-04 17:30:00,confirmada
192,user492,41,2024-11-19 21:15:00,cancelada
193,user126,1,2024-05-22 15:15:00,cancelada
194,user349,44,2024-06-02 15:00:00,confirmada
195,user467,27,2024-10-29 18:30:00,cancelada
196,user388,34,2025-01-01 22:30:00,confirmada
197,user481,24,2024-01-22 22:30:00,cancelada
198,user337,10,2025-05-18 12:00:00,cancelada
199,user190,3,2024-12-16 19:15:00,cancelada
200,user417,8,2025-05-20 18:30:00,cancelada
201,user092,46,2024-03-21 13:30:00,cancelada
202,user104,43,2024-01-23 16:30:00,cancelada
203,user291,14,2024-07-01 22:00:00,cancelada
204,user099,39,2024-07-26 15:30:00,confirmada
205,user173,49,2024-04-23 16:30:00,confirmada
206,user178,38,2025-05-09 13:45:00,cancelada
207,user365,47,2024-02-23 15:30:00,cancelada
208,user380,30,2024-02-03 20:45:00,cancelada
209,user434,32,2024-05-28 18:15:00,confirmada
210,user144,33,2024-03-20 13:00:00,confirmada
211,user159,44,2025-05-04 21:15:00,confirmada
212,user115,20,2024-01-10 18:45:00,cancelada
213,user013,31,2025-03-07 16:15:00,confirmada
214,user091,24,2025-01-04 22:45:00,cancelada
215,user329,1,2025-02-26 20:15:00,cancelada
216,user303,25,2025-01-18 13:45:00,confirmada
217,user130,5,2024-06-07 15:30:00,cancelada
218,user419,50,2024-02-14 14:45:00,cancelada
219,user217,41,2024-03-01 17:00:00,confirmada
220,user082,11,2025-03-17 17:30:00,confirmada
221,user386,18,2024-04-22 20:30:00,cancelada
222,user451,44,2024-03-31 22:00:00,cancelada
223,user438,36,2025-02-04 17:00:00,confirmada
224,user387,27,2024-05-03 18:30:00,cancelada
225,user417,27,2024-12-03 18:45:00,confirmada
226,user333,34,2024-12-21 17:00:00,confirmada
227,user320,49,2024-10-16 15:15:00,confirmada
228,user445,50,2025-01-23 15:00:00,confirmada
229,user143,18,2024-02-17 14:45:00,confirmada
230,user216,10,2024-10-03 17:30:00,cancelada
231,user430,34,2024-12-31 22:45:00,cancelada
232,user128,46,2025-04-05 13:45:00,cancelada
233,user046,48,2024-07-12 20:00:00,cancelada
234,user404,46,2024-02-20 14:45:00,cancelada
235,user034,24,2025-05-18 16:15:00,cancelada
236,user282,37,2024-12-06 16:30:00,cancelada
237,user469,18,2024-04-06 12:45:00,confirmada
238,user212,49,2024-01-16 21:00:00,confirmada
239,user406,6,2025-02-21 16:00:00,confirmada
240,user279,28,2024-06-17 12:30:00,confirmada
241,user407,8,2024-04-07 20:15:00,confirmada
242,user371,16,2025-01-06 12:15:00,cancelada
243,user202,3,2024-08-29 22:00:00,confirmada
244,user444,13,2024-08-05 21:30:00,cancelada
245,user001,40,2024-09-08 12:45:00,confirmada
246,user430,49,2024-12-08 18:00:00,cancelada
247,user319,10,2024-12-28 19:15:00,confirmada
248,user133,29,2025-03-08 19:30:00,confirmada
249,user305,19,2024-08-27 19:15:00,cancelada
250,user148,28,2025-02-01 22:00:00,cancelada
251,user164,38,2025-05-26 14:15:00,cancelada
252,user476,11,2024-02-07 14:00:00,confirmada
253,user483,49,2025-04-16 21:45:00,cancelada
254,user219,16,2025-06-24 16:00:00,cancelada
255,user455,23,2025-03-13 19:30:00,cancelada
256,user269,42,2024-03-16 13:15:00,confirmada
257,user286,7,2025-06-21 13:30:00,cancelada
258,user351,15,2024-05-22 17:45:00,confirmada
259,user247,49,2024-12-18 19:15:00,cancelada
260,user411,15,2024-06-30 22:15:00,cancelada
261,user449,14,2024-09-22 16:15:00,confirmada
262,user046,25,2025-04-07 18:00:00,confirmada
263,user476,31,2024-01-23 12:30:00,cancelada
264,user207,31,2024-06-23 17:15:00,confirmada
265,user395,46,2025-03-06 15:30:00,confirmada
266,user471,1,2024-05-24 12:30:00,cancelada
267,user044,29,2025-01-12 20:15:00,cancelada
268,user095,22,2024-08-10 12:45:00,cancelada
269,user162,24,2024-06-28 22:45:00,confirmada
270,user318,9,2025-02-09 14:15:00,confirmada
271,user243,38,2025-04-20 20:45:00,confirmada
272,user286,46,2024-06-12 16:15:00,cancelada
273,user345,28,2024-01-15 12:15:00,confirmada
274,user477,1,2025-02-14 15:45:00,confirmada
275,user075,50,2025-05-02 13:00:00,confirmada
276,user236,9,2024-03-24 14:45:00,cancelada
277,user340,16,2025-03-30 19:15:00,confirmada
278,user414,21,2024-11-20 14:00:00,confirmada
279,user081,22,2024-09-30 15:00:00,cancelada
280,user429,24,2024-07-23 16:45:00,confirmada
281,user093,7,2024-03-28 13:00:00,cancelada
282,user211,8,2025-02-24 22:30:00,cancelada
283,user143,37,2024-05-24 18:30:00,cancelada
284,user169,33,2024-02-20 18:45:00,cancelada
285,user114,29,2024-12-17 17:45:00,cancelada
286,user390,22,2024-08-07 13:00:00,confirmada
287,user488,28,2025-03-05 20:45:00,confirmada
288,user494,2,2024-10-27 20:00:00,confirmada
289,user132,11,2024-01-05 21:30:00,cancelada
290,user460,11,2024-07-04 18:15:00,cancelada
291,user318,12,2025-05-18 16:30:00,cancelada
292,user120,49,2024-11-21 12:30:00,confirmada
293,user449,17,2025-02-10 19:00:00,cancelada
294,user052,6,2024-09-10 13:30:00,cancelada
295,user206,12,2024-03-07 13:30:00,cancelada
296,user198,19,2024-09-03 12:00:00,cancelada
297,user481,43,2025-06-05 19:45:00,confirmada
298,user353,15,2024-11-29 20:15:00,cancelada
299,user105,25,2024-03-08 16:30:00,cancelada
300,user063,47,2024-05-25 16:00:00,cancelada
301,user176,28,2024-10-16 18:15:00,cancelada
302,user348,46,2024-10-16 13:00:00,cancelada
303,user451,35,2024-07-17 14:15:00,confirmada
304,user496,49,2025-04-22 20:00:00,cancelada
305,user373,10,2025-01-16 14:45:00,confirmada
306,user017,40,2024-08-29 18:45:00,cancelada
307,user297,32,2024-10-21 15:45:00,confirmada
308,user061,18,2024-01-08 14:30:00,cancelada
309,user469,38,2024-04-06 20:00:00,confirmada
310,user151,41,2024-01-14 20:45:00,confirmada
311,user002,16,2024-05-22 21:00:00,confirmada
312,user430,9,2025-06-09 14:15:00,cancelada
313,user170,40,2024-06-17 17:30:00,cancelada
314,user159,50,2025-04-09 15:15:00,confirmada
315,user464,13,2024-11-08 17:45:00,cancelada
316,user200,24,2025-06-15 15:30:00,cancelada
317,user329,47,2025-05-31 16:15:00,confirmada
318,user144,23,2024-09-24 22:00:00,confirmada
319,user330,12,2024-09-19 14:45:00,cancelada
320,user013,4,2024-04-28 18:30:00,cancelada
321,user204,21,2024-09-18 12:00:00,confirmada
322,user287,28,2024-09-24 14:15:00,cancelada
323,user040,5,2024-11-04 21:15:00,confirmada
324,user160,34,2024-07-11 12:45:00,confirmada
325,user363,14,2024-07-22 13:15:00,confirmada
326,user060,2,2024-12-24 15:00:00,confirmada
327,user278,2,2025-02-24 14:15:00,confirmada
328,user424,36,2024-05-19 19:30:00,cancelada
329,user351,45,2024-06-20 22:30:00,confirmada
330,user192,46,2024-10-03 13:30:00,cancelada
331,user230,30,2024-09-26 14:45:00,cancelada
332,user126,47,2024-05-16 12:30:00,confirmada
333,user377,29,2025-01-18 22:15:00,confirmada
334,user287,44,2024-04-29 13:15:00,confirmada
335,user008,49,2024-08-11 12:15:00,confirmada
336,user363,39,2024-11-03 12:00:00,confirmada
337,user230,26,2024-05-13 12:15:00,cancelada
338,user050,47,2024-05-26 18:30:00,cancelada
339,user432,11,2024-03-26 21:30:00,cancelada
340,user158,12,2024-09-12 22:15:00,cancelada
341,user142,13,2024-07-17 13:45:00,confirmada
342,user071,1,2024-09-24 16:15:00,cancelada
343,user162,38,2025-02-18 18:15:00,cancelada
344,user269,30,2024-04-11 19:15:00,cancelada
345,user011,44,2024-02-26 22:45:00,cancelada
346,user005,31,2024-09-13 12:45:00,confirmada
347,user250,33,2024-12-10 17:30:00,cancelada
348,user430,49,2025-03-29 19:45:00,cancelada
349,user082,26,2024-10-25 19:15:00,cancelada
350,user226,31,2025-06-23 13:30:00,confirmada
351,user249,20,2024-12-10 19:00:00,confirmada
352,user208,16,2025-03-17 17:15:00,confirmada
353,user266,27,2024-11-09 16:15:00,confirmada
354,user231,26,2024-06-07 17:45:00,confirmada
355,user019,38,2024-05-18 22:45:00,confirmada
356,user208,7,2024-02-24 13:30:00,cancelada
357,user377,48,2025-04-25 12:15:00,cancelada
358,user091,49,2024-01-19 12:30:00,cancelada
359,user414,11,2024-04-23 21:00:00,confirmada
360,user032,36,2024-10-09 17:15:00,confirmada
361,user298,23,2024-09-25 22:45:00,cancelada
362,user375,3,2025-01-27 19:45:00,cancelada
363,user250,47,2024-09-04 12:15:00,cancelada
364,user079,22,2024-07-14 19:45:00,confirmada
365,user077,32,2024-03-21 16:15:00,cancelada
366,user472,32,2024-11-25 12:15:00,confirmada
367,user291,50,2025-06-21 13:45:00,confirmada
368,user171,9,2024-05-17 18:45:00,confirmada
369,user279,3,2024-05-10 17:15:00,confirmada
370,user175,26,2024-09-17 16:30:00,cancelada
371,user176,9,2024-11-25 15:15:00,cancelada
372,user144,9,2024-09-15 12:00:00,confirmada
373,user414,22,2024-07-16 22:30:00,confirmada
374,user492,27,2024-06-16 15:00:00,confirmada
375,user307,10,2024-06-17 13:30:00,cancelada
376,user354,6,2024-12-22 20:00:00,confirmada
377,user309,13,2024-02-28 13:45:00,cancelada
378,user193,20,2024-12-20 20:15:00,confirmada
379,user082,49,2024-01-09 13:30:00,cancelada
380,user390,49,2024-01-17 17:00:00,confirmada
381,user095,22,2024-08-28 21:15:00,cancelada
382,user427,49,2024-06-07 17:00:00,cancelada
383,user410,46,2024-08-31 15:15:00,cancelada
384,user108,33,2025-06-11 14:15:00,confirmada
385,user377,43,2025-02-12 18:00:00,confirmada
386,user163,25,2024-09-07 16:30:00,confirmada
387,user343,29,2025-05-08 21:00:00,confirmada
388,user500,18,2024-02-19 22:00:00,confirmada
389,user426,18,2025-02-13 22:45:00,cancelada
390,user447,47,2025-01-12 15:00:00,confirmada
391,user418,23,2024-08-27 13:15:00,confirmada
392,user045,41,2024-07-01 19:15:00,cancelada
393,user127,29,2025-03-17 15:00:00,cancelada
394,user428,47,2024-07-01 12:30:00,confirmada
395,user446,6,2024-06-14 12:00:00,cancelada
396,user493,8,2025-06-09 15:45:00,confirmada
397,user003,27,2025-02-07 15:45:00,confirmada
398,user359,12,2024-09-04 15:45:00,confirmada
399,user281,40,2024-11-19 19:45:00,cancelada
400,user373,21,2025-01-21 15:00:00,cancelada
401,user369,24,2024-08-15 18:00:00,confirmada
402,user051,1,2024-01-16 14:15:00,confirmada
403,user015,21,2024-06-11 21:00:00,cancelada
404,user283,42,2025-01-09 13:00:00,confirmada
405,user081,9,2024-12-18 14:45:00,cancelada
406,user495,36,2024-03-09 21:00:00,confirmada
407,user467,19,2024-12-16 19:30:00,confirmada
408,user371,47,2025-02-26 13:15:00,confirmada
409,user325,15,2024-04-18 20:30:00,cancelada
410,user329,19,2024-12-06 20:30:00,cancelada
411,user492,10,2024-07-03 21:45:00,cancelada
412,user366,1,2024-08-11 20:00:00,confirmada
413,user140,1,2025-04-25 14:45:00,confirmada
414,user352,20,2025-01-16 21:45:00,confirmada
415,user340,17,2024-10-29 14:30:00,cancelada
416,user415,40,2025-01-27 19:45:00,cancelada
417,user183,29,2025-01-05 20:45:00,confirmada
418,user494,7,2024-11-15 14:15:00,confirmada
419,user301,40,2024-06-03 14:30:00,cancelada
420,user260,16,2025-05-29 14:45:00,confirmada
421,user258,32,2024-04-03 21:00:00,confirmada
422,user232,36,2025-04-19 22:15:00,cancelada
423,user352,9,2024-11-22 17:00:00,cancelada
424,user173,37,2024-03-13 17:00:00,confirmada
425,user185,31,2024-08-17 21:15:00,confirmada
426,user317,39,2024-11-11 13:45:00,cancelada
427,user338,32,2024-10-16 21:15:00,confirmada
428,user155,16,2025-04-13 18:45:00,cancelada
429,user336,40,2024-10-22 15:45:00,confirmada
430,user109,46,2024-12-05 22:45:00,confirmada
431,user048,7,2025-02-28 18:45:00,cancelada
432,user360,13,2025-03-17 20:45:00,cancelada
433,user114,3,2024-01-05 13:30:00,confirmada
434,user035,42,2024-08-04 22:15:00,confirmada
435,user488,5,2024-08-19 22:00:00,cancelada
436,user318,30,2024-10-16 20:30:00,confirmada
437,user193,37,2024-07-14 21:00:00,confirmada
438,user300,23,2025-04-01 19:45:00,confirmada
439,user481,36,2024-06-20 16:00:00,cancelada
440,user266,1,2024-01-12 20:00:00,confirmada
441,user031,27,2024-03-27 13:00:00,confirmada
442,user173,44,2024-04-05 13:45:00,cancelada
443,user361,11,2024-02-14 15:15:00,confirmada
444,user007,20,2024-01-04 14:30:00,confirmada
445,user060,32,2025-03-05 12:30:00,confirmada
446,user157,41,2025-03-31 15:45:00,cancelada
447,user227,8,2024-09-15 16:30:00,cancelada
448,user290,50,2024-02-09 17:15:00,cancelada
449,user248,14,2024-02-10 21:30:00,confirmada
450,user261,22,2024-07-24 20:00:00,cancelada
451,user020,7,2025-03-11 20:00:00,confirmada
452,user383,28,2024-06-24 20:15:00,confirmada
453,user216,16,2024-12-04 12:00:00,confirmada
454,user046,10,2024-11-07 15:45:00,confirmada
455,user001,5,2025-05-11 22:30:00,confirmada
456,user413,41,2024-10-26 19:30:00,confirmada
457,user044,33,2024-04-21 21:15:00,cancelada
458,user228,3,2024-06-19 14:30:00,confirmada
459,user044,17,2024-01-04 14:15:00,cancelada
460,user091,35,2025-01-31 17:30:00,confirmada
461,user202,4,2024-04-01 14:30:00,cancelada
462,user238,16,2024-08-19 17:30:00,confirmada
463,user278,36,2025-02-04 14:15:00,cancelada
464,user222,1,2024-08-16 17:30:00,confirmada
465,user069,21,2024-12-21 13:30:00,cancelada
466,user260,9,2025-03-29 21:15:00,confirmada
467,user078,44,2024-02-08 17:00:00,confirmada
468,user250,46,2025-04-25 20:15:00,confirmada
469,user382,7,2024-10-25 19:45:00,cancelada
470,user138,13,2025-02-23 22:00:00,cancelada
471,user234,45,2024-11-16 17:00:00,cancelada
472,user319,6,2025-04-18 19:00:00,cancelada
473,user394,12,2024-11-22 20:00:00,confirmada
474,user437,44,2025-01-02 17:30:00,confirmada
475,user309,28,2025-02-19 22:45:00,cancelada
476,user464,5,2024-12-20 16:00:00,confirmada
477,user142,32,2024-12-11 15:15:00,cancelada
478,user078,42,2025-01-07 14:45:00,cancelada
479,user188,13,2024-11-02 18:15:00,confirmada
480,user066,9,2024-05-02 18:00:00,cancelada
481,user213,23,2024-03-28 19:00:00,cancelada
482,user056,34,2025-03-09 16:15:00,confirmada
483,user433,17,2024-10-02 21:30:00,cancelada
484,user316,12,2024-02-19 19:45:00,confirmada
485,user330,49,2024-09-02 21:45:00,cancelada
486,user364,20,2025-02-06 18:30:00,cancelada
487,user401,28,2025-01-13 22:00:00,confirmada
488,user373,14,2024-02-21 17:45:00,confirmada
489,user058,48,2025-03-19 13:00:00,cancelada
490,user461,3,2024-01-06 17:00:00,confirmada
491,user460,28,2024-07-26 16:15:00,confirmada
492,user465,14,2025-03-05 14:30:00,confirmada
493,user065,34,2024-01-21 19:30:00,cancelada
494,user074,37,2025-05-28 18:30:00,cancelada
495,user189,41,2025-05-05 17:00:00,confirmada
496,user288,7,2024-07-03 19:00:00,confirmada
497,user219,38,2025-03-16 18:30:00,confirmada
498,user107,37,2024-03-03 18:15:00,confirmada
499,user126,50,2025-06-13 17:15:00,confirmada
500,user497,21,2025-02-22 21:30:00,confirmada
501,user464,35,2025-05-01 12:45:00,cancelada
502,user087,44,2024-02-28 13:00:00,confirmada
503,user214,22,2024-11-16 21:15:00,cancelada
504,user492,50,2024-07-14 22:15:00,cancelada
505,user216,10,2024-02-22 17:15:00,confirmada
506,user391,5,2024-03-14 20:15:00,confirmada
507,user432,34,2025-02-16 21:00:00,confirmada
508,user049,15,2024-07-31 21:45:00,confirmada
509,user312,21,2025-05-10 20:45:00,confirmada
510,user271,10,2024-09-16 15:45:00,confirmada
511,user079,44,2025-04-16 16:30:00,confirmada
512,user089,11,2024-07-31 15:00:00,cancelada
513,user219,16,2025-02-24 13:00:00,confirmada
514,user355,27,2024-10-27 17:30:00,cancelada
515,user038,8,2024-02-08 21:15:00,confirmada
516,user316,20,2025-01-28 21:00:00,cancelada
517,user208,29,2024-03-14 21:30:00,confirmada
518,user412,35,2024-02-29 18:45:00,confirmada
519,user413,38,2025-04-10 15:30:00,cancelada
520,user121,29,2024-02-03 20:30:00,cancelada
521,user012,29,2025-01-14 13:15:00,cancelada
522,user111,22,2024-05-13 17:00:00,confirmada
523,user037,10,2024-03-16 16:30:00,cancelada
524,user274,23,2024-01-10 22:30:00,cancelada
525,user353,28,2024-10-03 14:30:00,confirmada
526,user308,35,2024-01-21 19:15:00,cancelada
527,user127,47,2025-05-09 15:45:00,confirmada
528,user030,5,2025-01-13 12:45:00,confirmada
529,user309,9,2024-11-07 16:00:00,cancelada
530,user061,14,2024-03-19 21:30:00,cancelada
531,user377,12,2025-04-01 13:00:00,confirmada
532,user146,17,2024-08-13 12:30:00,cancelada
533,user056,40,2024-07-25 14:00:00,confirmada
534,user181,29,2025-02-09 16:45:00,cancelada
535,user424,6,2025-03-19 12:00:00,cancelada
536,user377,13,2025-05-24 21:15:00,confirmada
537,user297,37,2024-02-26 16:30:00,confirmada
538,user096,9,2024-03-23 15:00:00,cancelada
539,user055,6,2024-04-08 21:15:00,confirmada
540,user371,5,2024-05-27 12:15:00,cancelada
541,user207,29,2024-10-29 13:00:00,cancelada
542,user379,6,2025-05-10 22:00:00,confirmada
543,user049,1,2024-08-21 18:30:00,confirmada
544,user052,16,2025-03-21 19:00:00,confirmada
545,user468,34,2024-06-21 18:15:00,confirmada
546,user377,17,2024-10-14 12:45:00,confirmada
547,user377,5,2024-11-26 17:30:00,cancelada
548,user180,36,2024-07-07 16:00:00,cancelada
549,user273,43,2024-02-08 12:00:00,confirmada
550,user109,14,2024-03-08 19:45:00,confirmada
551,user200,20,2024-05-20 19:45:00,confirmada
552,user236,5,2024-04-21 13:30:00,confirmada
553,user326,46,2024-08-04 17:00:00,confirmada
554,user436,6,2025-01-06 17:30:00,cancelada
555,user427,49,2024-10-29 12:00:00,confirmada
556,user138,29,2024-09-17 17:30:00,cancelada
557,user395,50,2025-06-24 16:30:00,confirmada
558,user193,36,2024-08-21 15:45:00,confirmada
